id_do_not_translate,original_text,translation
relLevelInhospitableIndie.text,"Suspicions have risen to an actionable level. There's no shoot-on-sight authorization quite yet, but $faction ports will refuse to trade with you, and patrols seem on a mission to make your life miserable.",
relLevelHostileIndie.text,"Opportunistic independent captains may engage your fleet on sight to collect the open bounty that has been pooled to ensure your downfall. Unaligned markets are closed to you, as you are considered worse even than most pirates. You might still recover your standing with the non-aligned polities of the Sector, but it's going to take some serious work.",
relLevelVengefulIndie.text,You are a scourage of the spaceways. A holo of your face and scan of your $shipOrFleet are traded between independent flotillas and administrators as part of an unofficial collective security arrangement. It is likely that a well-paid mercenary company is working to hunt you down.,
relLevelIndieBaird.text,You are known to have performed work for Provost Baird of the Galatia Academy.,
relLevelCooperativePirates.text,"Your exploits are legendary and inspire scores of imitators. Your underworld connections and influence are enviable, giving access to black markets and hired guns; a river of hot goods, drugs, and armaments are available at your whim.",
relLevelFriendlyPirates.text,You've proven useful to some of the leaders of the various criminal enterprises in the Sector. Harassing you may be more trouble than it's worth to a pirate who wants to breathe something more substantial than vacuum.,
relLevelWelcomingPirates.text,"Pirates respect your swagger, and are inclined to respect the the notoriety you've gained in the underworld that allows you to throw your weight around a little to get what you want.",
relLevelFavorablePirates.text,"You've been around pirates, smugglers, and other criminals often enough, and know how to act so they treat you as one of their own. This benefits of this comradeliness are dubious at best, of course, because they're known to gun one another down if enough credits are on the line.",
relLevelNeutralPirates.text,"You've been around pirates, smugglers, and criminals long enough to know how to conduct business with them. That doesn't mean they won't attack if the opportunity presents itself, of course.",
relLevelSuspiciousPirates.text,"Pirates are generally only suspicious towards you, which is a far sight better than the loathing they hold for most 'legitimate' space-captains. This doesn't mean they won't attack you if the credits are good, of course. Pirates are pirates, after all. ",
relLevelInhospitablePirates.text,"Pirates will keep their weapons warm around your $shipOrFleet, and view you with distrust. This is more than can be said for how they view their fellows much of the time, so it's not as if hostility is insurmountable if a large number of credits or sufficient intimidation is in play.",
relLevelHostilePirates.text,"Although you are not utterly despised, pirates are more than willing to attack if they believe you have credits or cargo to plunder.
Or if they're bored.",
relLevelHostilePiratesFleet.text,"Many pirates fear you, but few respect anything but your powerful fleet. Pirate bases are not willing to trade openly with you to avoid being seen as 'collaborators'. Pirates will attack you if they catch you in a moment of weakness. ",
relLevelVengefulPirates.text,"You are scorned as mere prey and despised as a lackey serving the fat, rich factions of the Persean Sector.",
relLevelVengefulPiratesFleet.text,"You are hated by Pirates; they use a holo of your face for target-practice. No doubt there is a brash young pirate assembling a kill-fleet to ambush you to secure the immortality of their name, if not person, in the lawless shadows of the Persean Sector.",
relLevelPiratesKantasProtection.text,You have paid off Warlord Kanta to ensure that pirates - mostly - don't attack your colonies.,
relLevelPiratesKantasProtectionNo.text,"You had, and lost, Warlord Kanta's protection over your holdings.",
relLevelPiratesKilledLoke.text,You are the one who spaced Kanta's clone of Loke.,
relLevelCooperativeDiktat.text,"You are considered an exemplar of the Andradan Ideal. Patrol officers know that their careers, and perhaps lives, depend on making your life as pleasant as possible. A rather grand holo-version of you is featured in propaganda segments extolling your embodiment of the values the Supreme Executor forges in the worthy.",
relLevelFriendlyDiktat.text,"You've been flagged for official treatment as a trusted supporter of the Andradan Movement, a friend and ally of Sindrian Diktat authority. Minor functionaries know that their careers and possibly lives depend on easing your business with Diktat-controlled volumes.",
relLevelWelcomingDiktat.text,"Your name is spoken well of among some of the high-level officials in the various ministries of the Sindrian Diktat, and it is clear that there is some kind of official note attached to your record. Local patrol commanders and port authority officers alike know what's good for their careers and make a point of treating you politely and efficiently.",
relLevelFavorableDiktat.text,"You have been flagged as a known quantity in the records kept by the Sindrian Diktat security apparatus. Officials tend to view you favorably, though don't go out of their way to make life easy. At best, you might be sold some low-grade surplus military equipment, or avoid being the target of an investigation if a more convenient scapegoat is available.",
relLevelNeutralDiktat.text,"You're not generally well known by the Sindrian Diktat security apparatus. If you keep your head down and your mouth shut, you'll probably be fine unless some Lion's Guard officer wants to make an example out of someone.",
relLevelSuspiciousDiktat.text,"Though you have not been declared a state enemy, it is clear that you have been flagged by the Sindrian Diktat security apparatus. Port officials view you with distrust, fulfilling procedural requests slowly and singling you out for unnecessary inspections and checks.",
relLevelInhospitableDiktat.text,"The Sindrian Diktat security apparatus has flagged you as a suspected terrorist, though has not yet issued a shoot-on-sight order. Diktat-controlled ports will refuse to trade with you, and patrols seem to make it their mission to make your life miserable.",
relLevelHostileDiktat.text,"You have joined the ranks of those declared enemies of the state. The Sindrian Diktat navy has authorization to engage your fleet, and traders are prohibited from dealing with you for fear of being declared supporters of terrorism.",
relLevelVengefulDiktat.text,You have been declared a state enemy by the Sindrian Diktat and seen as a deranged terrorist against the Andradan Movement. Uncharitably modified holos of you performing crimes and sordid acts have appeared in official propaganda broadcasts.,
relLevelDiktatSDTU.text,There are rumors that you're a double or triple-agent working for - or against? - Dolos Macario.,
relLevelCooperativeTriTachyon.text,The board of directors considers you an exemplar of the corporation's core values as well as a key strategic partner. VPs use management methods based on the growth-focused synergies you inspire. Vast investment capital and technical expertise are made available through your Tri-Tachyon connections.,
relLevelFriendlyTriTachyon.text,A smiling holo of you appears in the Tri-Tachyon quarterly corporate report as an example of a key partner in various enterprises. You are given special perks and priority access to facilities owned or operated by Tri-Tachyon and its subsidiaries.,
relLevelWelcomingTriTachyon.text,"The Tri-Tachyon Customer and Client Service Smart Database assigns you priority docking and a complimentary fruit and flower arrangement at every port controlled by Tri-Tachyon or one of its subsidiaries. Even if this is automated by a technically non-sentient sub-AI system, it is a sign that the Tri-Tachyon corporation values your ongoing business relationship.",
